"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"cheerlead",0,0,0,0,0,0,3,3,0,2
"cheerleaderw",0,0,0,0,0,0,1,1,0,0
"closest",0,0,0,0,0,0,1,1,1,1
"colleg",0,0,0,0,0,0,1,0,1,0
"compl",0,0,0,0,0,0,1,0,0,1
"consejo",0,0,0,0,0,0,1,0,0,0
"coordin",0,0,0,0,0,0,1,1,0,1
"corona",0,0,0,0,0,0,1,1,0,1
"corp",0,0,0,0,0,0,1,0,0,0
"countryth",0,0,0,0,0,0,1,0,0,1
"covidand",0,0,0,0,0,0,1,1,0,1
"dayday",0,0,0,0,0,0,1,1,0,1
"deficit",0,0,0,0,0,0,1,1,1,0
"derecho",0,0,0,0,0,0,1,0,0,0
"desper",0,0,0,0,0,0,1,2,1,1
"develop",0,0,0,0,0,0,1,1,0,1
"doover",0,0,0,0,0,0,1,1,0,1
"drop",0,0,0,0,0,0,1,1,1,0
"drug",0,0,0,0,0,0,1,1,1,1
"earlierl",0,0,0,0,0,0,1,0,0,1
"enemybut",0,0,0,0,0,0,1,1,0,1
"equa",0,0,0,0,0,0,1,1,0,1
"esfuerzo",0,0,0,0,0,0,1,0,1,0
"estadounidens",0,0,0,0,0,0,1,0,1,0
"esto",0,0,0,0,0,0,1,0,1,0
"evaluati",0,0,0,0,0,0,1,1,0,1
"exampleand",0,0,0,0,0,0,1,0,0,1
"expans",0,0,0,0,0,0,1,0,0,0
"explain",0,0,0,0,0,0,1,1,0,1
"fac",0,0,0,0,0,0,1,0,0,1
"fig",0,0,0,0,0,0,1,1,0,1
"fiscal",0,0,0,0,0,0,1,1,0,1
"footballcomplet",0,0,0,0,0,0,1,0,0,0
"fracaso",0,0,0,0,0,0,1,0,0,0
"friendsbut",0,0,0,0,0,0,1,1,0,1
"genera",0,0,0,0,0,0,1,0,0,1
"governmen",0,0,0,0,0,0,1,1,0,1
"governmentbut",0,0,0,0,0,0,1,0,0,0
"grand",0,0,0,0,0,0,1,0,0,0
"grown",0,0,0,0,0,0,1,0,0,1
"han",0,0,0,0,0,0,1,0,0,0
"higher",0,0,0,0,0,0,3,2,1,3
"hiscampaign",0,0,0,0,0,0,1,0,0,1
"humano",0,0,0,0,0,0,1,0,0,0
"implic",0,0,0,0,0,0,1,0,0,1
"inaceptabl",0,0,0,0,0,0,1,0,1,0
"inpresid",0,0,0,0,0,0,1,1,1,0
"insist",0,0,0,0,0,0,1,1,0,0
"internacional",0,0,0,0,0,0,1,0,0,0
"invis",0,0,0,0,0,0,1,1,0,1
"justday",0,0,0,0,0,0,1,1,1,1
"legitim",0,0,0,0,0,0,1,0,0,0
"les",0,0,0,0,0,0,1,0,1,0
"local",0,0,0,0,0,0,1,1,0,1
"lograron",0,0,0,0,0,0,1,0,1,0
"longest",0,0,0,0,0,0,1,0,0,0
"los",0,0,0,0,0,0,2,0,1,0
"mayb",0,0,0,0,0,0,1,1,0,1
"medicar",0,0,0,0,0,0,1,1,0,1
"mexican",0,0,0,0,0,0,1,0,0,1
"millio",0,0,0,0,0,0,1,0,0,0
"nationbut",0,0,0,0,0,0,1,0,1,1
"nationw",0,0,0,0,0,0,1,0,0,0
"nice",0,0,0,0,0,0,1,0,0,0
"nothingor",0,0,0,0,0,0,1,0,0,0
"oblivi",0,0,0,0,0,0,1,0,0,0
"ofw",0,0,0,0,0,0,1,0,1,1
"onlymillion",0,0,0,0,0,0,1,0,0,1
"opioid",0,0,0,0,0,0,1,1,1,1
"opportunitiesand",0,0,0,0,0,0,1,0,0,0
"overdos",0,0,0,0,0,0,1,1,1,1
"pandemicand",0,0,0,0,0,0,2,0,0,0
"pandemicth",0,0,0,0,0,0,1,1,0,1
"para",0,0,0,0,0,0,1,0,0,0
"pat",0,0,0,0,0,0,1,0,0,0
"pillar",0,0,0,0,0,0,1,0,0,1
"pleas",0,0,0,0,0,0,1,0,1,2
"process",0,0,0,0,0,0,1,1,0,1
"promisedmillion",0,0,0,0,0,0,1,0,0,1
"proteccin",0,0,0,0,0,0,1,0,1,0
"que",0,0,0,0,0,0,2,0,1,0
"quick",0,0,0,0,0,0,1,1,1,1
"quit",0,0,0,0,0,0,1,0,2,0
"rapist",0,0,0,0,0,0,1,0,0,1
"reduc",0,0,0,0,0,0,1,1,1,0
"reop",0,0,0,0,0,0,1,1,0,1
"rescu",0,0,0,0,0,0,1,1,0,1
"rewrit",0,0,0,0,0,0,1,1,0,1
"ricobut",0,0,0,0,0,0,1,1,0,1
"roar",0,0,0,0,0,0,1,1,0,1
"sacrif",0,0,0,0,0,0,1,2,0,2
"sho",0,0,0,0,0,0,1,1,0,1
"sound",0,0,0,0,0,0,1,1,0,1
"sow",0,0,0,0,0,0,1,1,0,1
"spare",0,0,0,0,0,0,1,0,0,1
"spike",0,0,0,0,0,0,1,0,0,0
"squa",0,0,0,0,0,0,1,1,0,1
"stock",0,0,0,0,0,0,1,0,0,0
"stro",0,0,0,0,0,0,1,1,0,1
"style",0,0,0,0,0,0,2,2,0,2
"suggest",0,0,0,0,0,0,1,1,0,1
"suppos",0,0,0,0,0,0,1,0,0,1
"surg",0,0,0,0,0,0,4,4,0,5
"swift",0,0,0,0,0,0,1,1,1,3
"tanto",0,0,0,0,0,0,1,0,1,0
"tension",0,0,0,0,0,0,1,1,0,1
"testinginclud",0,0,0,0,0,0,1,1,0,1
"thanto",0,0,0,0,0,0,1,0,0,1
"thatw",0,0,0,0,0,0,1,1,0,1
"total",0,0,0,0,0,0,1,0,0,0
"una",0,0,0,0,0,0,1,0,0,0
"uncoordin",0,0,0,0,0,0,2,2,0,2
"uranium",0,0,0,0,0,0,1,0,0,0
"vital",0,0,0,0,0,0,1,1,0,1
"wave",0,0,0,0,0,0,1,1,0,1
"worth",0,0,0,0,0,0,1,1,0,2
"aanhpi",0,0,0,0,0,0,0,1,0,1
"actrenam",0,0,0,0,0,0,0,1,0,1
"adm",0,0,0,0,0,0,0,1,1,1
"advic",0,0,0,0,0,0,0,1,0,1
"affect",0,0,0,0,0,0,0,1,0,0
"afloat",0,0,0,0,0,0,0,1,1,1
"amyfrom",0,0,0,0,0,0,0,1,0,1
"andthank",0,0,0,0,0,0,0,1,0,1
"asian",0,0,0,0,0,0,0,1,0,1
"avail",0,0,0,0,0,0,0,1,0,1
"beachhead",0,0,0,0,0,0,0,1,0,1
"beaus",0,0,0,0,0,0,0,1,0,1
"belief",0,0,0,0,0,0,0,1,0,1
"boggl",0,0,0,0,0,0,0,1,0,1
"calledyesterday",0,0,0,0,0,0,0,1,0,1
"cancel",0,0,0,0,0,0,0,1,0,1
"carenot",0,0,0,0,0,0,0,1,0,1
"carter",0,0,0,0,0,0,0,1,0,1
"central",0,0,0,0,0,0,0,1,0,0
"christian",0,0,0,0,0,0,0,1,0,0
"cnn",0,0,0,0,0,0,0,1,0,3
"compassionand",0,0,0,0,0,0,0,1,0,1
"cooper",0,0,0,0,0,0,0,1,0,0
"cosponsor",0,0,0,0,0,0,0,1,0,0
"cou",0,0,0,0,0,0,0,1,0,1
"criteria",0,0,0,0,0,0,0,1,0,1
"depressionera",0,0,0,0,0,0,0,1,0,0
"dis",0,0,0,0,0,0,0,1,0,1
"disarr",0,0,0,0,0,0,0,1,0,0
"down",0,0,0,0,0,0,0,1,0,0
"downward",0,0,0,0,0,0,0,1,0,0
"drown",0,0,0,0,0,0,0,1,0,1
"efficaci",0,0,0,0,0,0,0,1,0,1
"encount",0,0,0,0,0,0,0,1,0,0
"enforcementand",0,0,0,0,0,0,0,1,0,1
"enhanc",0,0,0,0,0,0,0,2,1,1
"entrust",0,0,0,0,0,0,0,2,0,2
"experi",0,0,0,0,0,0,0,1,0,1
"experienc",0,0,0,0,0,0,0,2,1,2
"expir",0,0,0,0,0,0,0,1,1,1
"extend",0,0,0,0,0,0,0,2,0,1
"extra",0,0,0,0,0,0,0,1,0,1
"fam",0,0,0,0,0,0,0,1,1,0
"familieswel",0,0,0,0,0,0,0,1,0,1
"fda",0,0,0,0,0,0,0,1,0,1
"firstterm",0,0,0,0,0,0,0,1,0,1
"forwa",0,0,0,0,0,0,0,1,0,0
"funer",0,0,0,0,0,0,0,1,0,1
"gov",0,0,0,0,0,0,0,1,1,0
"growth",0,0,0,0,0,0,0,1,0,1
"guid",0,0,0,0,0,0,0,1,0,1
"handl",0,0,0,0,0,0,0,1,1,1
"humil",0,0,0,0,0,0,0,1,0,1
"ifand",0,0,0,0,0,0,0,1,0,0
"immigrantheritagemonth",0,0,0,0,0,0,0,1,0,0
"includ",0,0,0,0,0,0,0,1,0,2
"indel",0,0,0,0,0,0,0,1,0,1
"iowan",0,0,0,0,0,0,0,1,0,0
"itbut",0,0,0,0,0,0,0,1,0,0
"itsjudyslif",0,0,0,0,0,0,0,1,0,1
"joseph",0,0,0,0,0,0,0,1,0,1
"judi",0,0,0,0,0,0,0,1,0,1
"juneon",0,0,0,0,0,0,0,1,0,1
"knowwil",0,0,0,0,0,0,0,1,0,1
"kremlin",0,0,0,0,0,0,0,1,1,1
"landmark",0,0,0,0,0,0,0,1,0,0
"level",0,0,0,0,0,0,0,1,0,0
"lifehonesti",0,0,0,0,0,0,0,1,0,1
"loweri",0,0,0,0,0,0,0,1,0,1
"mate",0,0,0,0,0,0,0,2,0,2
"matetext",0,0,0,0,0,0,0,1,0,1
"mattersand",0,0,0,0,0,0,0,1,0,1
"meant",0,0,0,0,0,0,0,1,0,0
"memori",0,0,0,0,0,0,0,1,0,1
"momentand",0,0,0,0,0,0,0,1,0,0
"monthand",0,0,0,0,0,0,0,1,0,1
"multipl",0,0,0,0,0,0,0,1,0,0
"normandi",0,0,0,0,0,0,0,1,0,1
"opinion",0,0,0,0,0,0,0,1,0,1
"opportuni",0,0,0,0,0,0,0,1,1,1
"outpac",0,0,0,0,0,0,0,1,1,0
"pacif",0,0,0,0,0,0,0,1,0,1
"park",0,0,0,0,0,0,0,1,0,0
"passedmillion",0,0,0,0,0,0,0,1,0,1
"patriot",0,0,0,0,0,0,0,3,3,1
"perhap",0,0,0,0,0,0,0,1,0,1
"pervad",0,0,0,0,0,0,0,1,0,1
"pick",0,0,0,0,0,0,0,5,1,4
"pointand",0,0,0,0,0,0,0,1,0,0
"posit",0,0,0,0,0,0,0,1,0,1
"pre",0,0,0,0,0,0,0,1,0,0
"precaut",0,0,0,0,0,0,0,1,0,1
"progr",0,0,0,0,0,0,0,1,1,1
"prop",0,0,0,0,0,0,0,1,0,1
"qualiti",0,0,0,0,0,0,0,2,0,2
"rather",0,0,0,0,0,0,0,1,0,1
"rev",0,0,0,0,0,0,0,1,0,1
"scientif",0,0,0,0,0,0,0,1,0,1
"securityil",0,0,0,0,0,0,0,1,0,1
"select",0,0,0,0,0,0,0,1,0,1
"snowstorm",0,0,0,0,0,0,0,1,0,1
"soar",0,0,0,0,0,0,0,1,0,0
"spiral",0,0,0,0,0,0,0,1,0,0
"statement",0,0,0,0,0,0,0,1,0,1
"strengthit",0,0,0,0,0,0,0,1,1,1
"stretch",0,0,0,0,0,0,0,1,0,1
"successor",0,0,0,0,0,0,0,1,0,1
"suffer",0,0,0,0,0,0,0,1,1,1
"supr",0,0,0,0,0,0,0,1,0,1
"theyear",0,0,0,0,0,0,0,1,0,1
"theyv",0,0,0,0,0,0,0,1,0,0
"thirti",0,0,0,0,0,0,0,1,0,0
"tide",0,0,0,0,0,0,0,1,0,1
"tog",0,0,0,0,0,0,0,1,0,0
"toughest",0,0,0,0,0,0,0,1,0,1
"trace",0,0,0,0,0,0,0,1,0,1
"trumpthi",0,0,0,0,0,0,0,1,0,0
"undercut",0,0,0,0,0,0,0,1,1,1
"unitedloo",0,0,0,0,0,0,0,1,0,0
"virtu",0,0,0,0,0,0,0,1,1,1
"vladimir",0,0,0,0,0,0,0,1,0,1
"wasyear",0,0,0,0,0,0,0,1,0,0
"wed",0,0,0,0,0,0,0,1,0,1
"whitmer",0,0,0,0,0,0,0,1,1,1
"whyit",0,0,0,0,0,0,0,1,0,1
"withmor",0,0,0,0,0,0,0,1,0,1
"wrap",0,0,0,0,0,0,0,1,0,2
"alassan",0,0,0,0,0,0,0,0,1,0
"aroundw",0,0,0,0,0,0,0,0,1,1
"beforeand",0,0,0,0,0,0,0,0,1,0
"bias",0,0,0,0,0,0,0,0,1,1
"convent",0,0,0,0,0,0,0,0,1,1
"creativ",0,0,0,0,0,0,0,0,1,0
"denial",0,0,0,0,0,0,0,0,1,1
"emptier",0,0,0,0,0,0,0,0,1,0
"equipmen",0,0,0,0,0,0,0,0,1,1
"fut",0,0,0,0,0,0,0,0,1,1
"gig",0,0,0,0,0,0,0,0,1,0
"inact",0,0,0,0,0,0,0,0,2,0
"inus",0,0,0,0,0,0,0,0,1,0
"jet",0,0,0,0,0,0,0,0,1,0
"lastweek",0,0,0,0,0,0,0,0,1,0
"lend",0,0,0,0,0,0,0,0,1,0
"mcgregor",0,0,0,0,0,0,0,0,1,0
"midland",0,0,0,0,0,0,0,0,1,0
"monica",0,0,0,0,0,0,0,0,1,0
"nearlymi",0,0,0,0,0,0,0,0,1,0
"neglig",0,0,0,0,0,0,0,0,1,0
"none",0,0,0,0,0,0,0,0,1,0
"novemberth",0,0,0,0,0,0,0,0,1,1
"onlin",0,0,0,0,0,0,0,0,1,2
"owner",0,0,0,0,0,0,0,0,1,0
"pan",0,0,0,0,0,0,0,0,1,0
"partisan",0,0,0,0,0,0,0,0,1,1
"sherian",0,0,0,0,0,0,0,0,1,0
"solemn",0,0,0,0,0,0,0,0,1,0
"stayingpow",0,0,0,0,0,0,0,0,1,0
"thanbillion",0,0,0,0,0,0,0,0,1,0
"thefamili",0,0,0,0,0,0,0,0,1,0
"therichest",0,0,0,0,0,0,0,0,1,0
"thinkgav",0,0,0,0,0,0,0,0,1,1
"thisand",0,0,0,0,0,0,0,0,1,0
"trumpabov",0,0,0,0,0,0,0,0,1,1
"unsung",0,0,0,0,0,0,0,0,1,0
"veep",0,0,0,0,0,0,0,0,1,0
"went",0,0,0,0,0,0,0,0,1,0
"withfrom",0,0,0,0,0,0,0,0,1,1
"addit",0,0,0,0,0,0,0,0,0,1
"administrati",0,0,0,0,0,0,0,0,0,1
"adopt",0,0,0,0,0,0,0,0,0,1
"afterno",0,0,0,0,0,0,0,0,0,1
"aime",0,0,0,0,0,0,0,0,0,1
"airlin",0,0,0,0,0,0,0,0,0,1
"alum",0,0,0,0,0,0,0,0,0,1
"americaand",0,0,0,0,0,0,0,0,0,1
"andrew",0,0,0,0,0,0,0,0,0,1
"appreci",0,0,0,0,0,0,0,0,0,1
"awe",0,0,0,0,0,0,0,0,0,1
"bloomberg",0,0,0,0,0,0,0,0,0,1
"bob",0,0,0,0,0,0,0,0,0,1
"bold",0,0,0,0,0,0,0,0,0,1
"bowl",0,0,0,0,0,0,0,0,0,1
"braydenwhen",0,0,0,0,0,0,0,0,0,1
"brighter",0,0,0,0,0,0,0,0,0,1
"brock",0,0,0,0,0,0,0,0,0,1
"candid",0,0,0,0,0,0,0,0,0,2
"cater",0,0,0,0,0,0,0,0,0,1
"certain",0,0,0,0,0,0,0,0,0,1
"cheaper",0,0,0,0,0,0,0,0,0,1
"commend",0,0,0,0,0,0,0,0,0,1
"courtand",0,0,0,0,0,0,0,0,0,1
"deck",0,0,0,0,0,0,0,0,0,2
"deepest",0,0,0,0,0,0,0,0,0,1
"distan",0,0,0,0,0,0,0,0,0,1
"disturbinga",0,0,0,0,0,0,0,0,0,1
"doubti",0,0,0,0,0,0,0,0,0,1
"driven",0,0,0,0,0,0,0,0,0,1
"energyeffici",0,0,0,0,0,0,0,0,0,1
"favor",0,0,0,0,0,0,0,0,0,1
"feed",0,0,0,0,0,0,0,0,0,2
"fifti",0,0,0,0,0,0,0,0,0,1
"fixtur",0,0,0,0,0,0,0,0,0,1
"frankieim",0,0,0,0,0,0,0,0,0,1
"friendon",0,0,0,0,0,0,0,0,0,1
"greenlight",0,0,0,0,0,0,0,0,0,1
"gretchen",0,0,0,0,0,0,0,0,0,1
"hallon",0,0,0,0,0,0,0,0,0,1
"hamburg",0,0,0,0,0,0,0,0,0,1
"hashtag",0,0,0,0,0,0,0,0,0,1
"healthier",0,0,0,0,0,0,0,0,0,1
"heroesand",0,0,0,0,0,0,0,0,0,1
"himand",0,0,0,0,0,0,0,0,0,1
"immens",0,0,0,0,0,0,0,0,0,1
"ini",0,0,0,0,0,0,0,0,0,1
"investigatio",0,0,0,0,0,0,0,0,0,1
"iowa",0,0,0,0,0,0,0,0,0,2
"isaac",0,0,0,0,0,0,0,0,0,1
"jilli",0,0,0,0,0,0,0,0,0,1
"joiningfor",0,0,0,0,0,0,0,0,0,1
"jrs",0,0,0,0,0,0,0,0,0,1
"king",0,0,0,0,0,0,0,0,0,1
"lamont",0,0,0,0,0,0,0,0,0,1
"lou",0,0,0,0,0,0,0,0,0,1
"loui",0,0,0,0,0,0,0,0,0,1
"luther",0,0,0,0,0,0,0,0,0,1
"martin",0,0,0,0,0,0,0,0,0,1
"mayor",0,0,0,0,0,0,0,0,0,1
"murphi",0,0,0,0,0,0,0,0,0,1
"ned",0,0,0,0,0,0,0,0,0,1
"nondisclosur",0,0,0,0,0,0,0,0,0,1
"ofand",0,0,0,0,0,0,0,0,0,1
"offdeliv",0,0,0,0,0,0,0,0,0,1
"oppon",0,0,0,0,0,0,0,0,0,1
"pad",0,0,0,0,0,0,0,0,0,2
"pair",0,0,0,0,0,0,0,0,0,1
"par",0,0,0,0,0,0,0,0,0,1
"phil",0,0,0,0,0,0,0,0,0,1
"practic",0,0,0,0,0,0,0,0,0,1
"precis",0,0,0,0,0,0,0,0,0,1
"pres",0,0,0,0,0,0,0,0,0,1
"renew",0,0,0,0,0,0,0,0,0,1
"resid",0,0,0,0,0,0,0,0,0,1
"rock",0,0,0,0,0,0,0,0,0,1
"sidebecaus",0,0,0,0,0,0,0,0,0,1
"someday",0,0,0,0,0,0,0,0,0,1
"splashdown",0,0,0,0,0,0,0,0,0,1
"stephani",0,0,0,0,0,0,0,0,0,1
"thanday",0,0,0,0,0,0,0,0,0,1
"thedeleg",0,0,0,0,0,0,0,0,0,1
"theprimari",0,0,0,0,0,0,0,0,0,1
"thetonight",0,0,0,0,0,0,0,0,0,1
"thingsfolk",0,0,0,0,0,0,0,0,0,1
"told",0,0,0,0,0,0,0,0,0,1
"transpar",0,0,0,0,0,0,0,0,0,1
"travel",0,0,0,0,0,0,0,0,0,1
"valid",0,0,0,0,0,0,0,0,0,1
"wash",0,0,0,0,0,0,0,0,0,1
"werewev",0,0,0,0,0,0,0,0,0,1
"wife",0,0,0,0,0,0,0,0,0,1
"womensequalityday",0,0,0,0,0,0,0,0,0,1
"wrote",0,0,0,0,0,0,0,0,0,1
"yang",0,0,0,0,0,0,0,0,0,1
"youfor",0,0,0,0,0,0,0,0,0,1
